####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
744,29-08-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.22,10,"pm2 8,rspm 22","APIIC Building, IDA, Pashamylaram",8/29/2014 0:00,2014
744,1/2/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.2,93.6,"pm2 69,rspm 134","APIIC Building, IDA, Pashamylaram",2/1/2014 0:00,2014
744,27-06-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.2,48.7,"pm2 25,rspm 98","APIIC Building, IDA, Pashamylaram",6/27/2014 0:00,2014
744,19-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.2,30.3,"pm2 9,rspm 38","APIIC Building, IDA, Pashamylaram",7/19/2014 0:00,2014
744,8/8/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.2,29.7,"pm2 14,rspm 53","APIIC Building, IDA, Pashamylaram",8/8/2014 0:00,2014
744,9/8/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.2,28.6,"pm2 12,rspm 34","APIIC Building, IDA, Pashamylaram",8/9/2014 0:00,2014
744,26-06-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.1,40.6,"pm2 23,rspm 91","APIIC Building, IDA, Pashamylaram",6/26/2014 0:00,2014
796,31-03-15,"Karnataka,Bhopal",Madhya Pradesh State Pollution Control Board,na,,2,27,"pm2 297,rspm 267","Kolar Thana, Kolar Road, Bhopal",3/31/2015 0:00,2015
796,4/4/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 268,rspm 200","Kolar Thana, Kolar Road, Bhopal",4/4/2015 0:00,2015
796,16-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,18,"pm2 266,rspm 185","Kolar Thana, Kolar Road, Bhopal",5/16/2015 0:00,2015
247,26-12-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 218,rspm 170","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",12/26/2014 0:00,2014
796,29-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 211,rspm 78","Kolar Thana, Kolar Road, Bhopal",5/29/2015 0:00,2015
796,21-04-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,21,"pm2 204,rspm 182","Kolar Thana, Kolar Road, Bhopal",4/21/2015 0:00,2015
796,26-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,21,"pm2 183,rspm 118","Kolar Thana, Kolar Road, Bhopal",5/26/2015 0:00,2015
796,1/5/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,30,"pm2 181,rspm 211","Kolar Thana, Kolar Road, Bhopal",5/1/2015 0:00,2015
247,19-02-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,23,"pm2 174,rspm 146","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",2/19/2014 0:00,2014
796,20-02-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 174,rspm 154","Kolar Thana, Kolar Road, Bhopal",2/20/2015 0:00,2015
247,29-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,14,"pm2 171,rspm 78","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",5/29/2015 0:00,2015
247,26-06-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 161,rspm 83","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",6/26/2015 0:00,2015
796,18-04-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,34,"pm2 158,rspm 132","Kolar Thana, Kolar Road, Bhopal",4/18/2015 0:00,2015
796,27-03-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 155,rspm 179","Kolar Thana, Kolar Road, Bhopal",3/27/2015 0:00,2015
796,25-04-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,23,"pm2 153,rspm 288","Kolar Thana, Kolar Road, Bhopal",4/25/2015 0:00,2015
796,28-07-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,27,"pm2 145,rspm 151","Kolar Thana, Kolar Road, Bhopal",7/28/2015 0:00,2015
796,5/5/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,41,"pm2 143,rspm 256","Kolar Thana, Kolar Road, Bhopal",5/5/2015 0:00,2015
247,29-01-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 141,rspm 198","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",1/29/2014 0:00,2014
796,11/4/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,43,"pm2 133,rspm 131","Kolar Thana, Kolar Road, Bhopal",4/11/2015 0:00,2015
796,23-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,25,"pm2 129,rspm 185","Kolar Thana, Kolar Road, Bhopal",5/23/2015 0:00,2015
796,22-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,24,"pm2 128,rspm 123","Kolar Thana, Kolar Road, Bhopal",5/22/2015 0:00,2015
796,14-07-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,35,"pm2 127,rspm 92","Kolar Thana, Kolar Road, Bhopal",7/14/2015 0:00,2015
796,28-04-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,36,"pm2 ,rspm 308","Kolar Thana, Kolar Road, Bhopal",4/28/2015 0:00,2015
247,9/3/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 124,rspm 131","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",3/9/2014 0:00,2014
796,17-02-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,20,"pm2 124,rspm 115","Kolar Thana, Kolar Road, Bhopal",2/17/2015 0:00,2015
796,24-02-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 124,rspm 258","Kolar Thana, Kolar Road, Bhopal",2/24/2015 0:00,2015
796,7/7/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 124,rspm 101","Kolar Thana, Kolar Road, Bhopal",7/7/2015 0:00,2015
247,24-12-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,14,"pm2 121,rspm 140","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",12/24/2014 0:00,2014
247,8/5/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,14,"pm2 120,rspm 98","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",5/8/2015 0:00,2015
552,26-11-15,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,16,"pm2 118,rspm 198","Regional Office, Keonjhar",11/26/2015 0:00,2015
796,19-06-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,25,"pm2 117,rspm 61","Kolar Thana, Kolar Road, Bhopal",6/19/2015 0:00,2015
552,17-12-15,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 117,rspm 177","Regional Office, Keonjhar",12/17/2015 0:00,2015
247,3/7/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 116,rspm 99","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",7/3/2014 0:00,2014
247,22-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,10,"pm2 115,rspm 105","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",5/22/2015 0:00,2015
247,1/8/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,36,"pm2 114,rspm 151","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",8/1/2014 0:00,2014
247,9/5/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 114,rspm 99","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",5/9/2014 0:00,2014
796,6/2/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,26,"pm2 112,rspm 135","Kolar Thana, Kolar Road, Bhopal",2/6/2015 0:00,2015
796,16-06-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,19,"pm2 110,rspm 72","Kolar Thana, Kolar Road, Bhopal",6/16/2015 0:00,2015
424,29-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,16,"pm2 110,rspm 196","Capital Police Station, Bhubaneshwar",1/29/2014 0:00,2014
552,31-12-15,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,16,"pm2 109,rspm 159","Regional Office, Keonjhar",12/31/2015 0:00,2015
247,12/12/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,16,"pm2 108,rspm 177","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",12/12/2014 0:00,2014
686,29-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,21,"pm2 106,rspm 173","Patrapada, Bhubneswar",1/29/2014 0:00,2014
796,9/5/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,27,"pm2 105,rspm 182","Kolar Thana, Kolar Road, Bhopal",5/9/2015 0:00,2015
796,26-06-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,23,"pm2 104,rspm 69","Kolar Thana, Kolar Road, Bhopal",6/26/2015 0:00,2015
552,7/2/2015,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,12,"pm2 104,rspm 146","Regional Office, Keonjhar",2/7/2015 0:00,2015
686,17-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,35,"pm2 102,rspm 187","Patrapada, Bhubneswar",1/17/2014 0:00,2014
796,8/5/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,18,"pm2 102,rspm 130","Kolar Thana, Kolar Road, Bhopal",5/8/2015 0:00,2015
247,1/3/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,28,"pm2 101,rspm 185","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",3/1/2014 0:00,2014
424,31-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,21,"pm2 100,rspm 190","Capital Police Station, Bhubaneshwar",1/31/2014 0:00,2014
697,1/8/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,35,"pm2 99,rspm 192","Near Barabati Stadium, Tulasipur",8/1/2014 0:00,2014
247,28-02-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,27,"pm2 98,rspm 179","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",2/28/2014 0:00,2014
697,1/11/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,41,"pm2 97,rspm 163","Near Barabati Stadium, Tulasipur",11/1/2014 0:00,2014
426,16-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,40,"pm2 97,rspm 157","Roof of Traffic Tower, Badambadi, Cuttack",1/16/2014 0:00,2014
426,13-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 97,rspm 157","Roof of Traffic Tower, Badambadi, Cuttack",1/13/2014 0:00,2014
424,15-02-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,14,"pm2 97,rspm 140","Capital Police Station, Bhubaneshwar",2/15/2014 0:00,2014
247,15-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,5,"pm2 97,rspm 54","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",5/15/2015 0:00,2015
247,7/10/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,5,"pm2 97,rspm 60","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",10/7/2015 0:00,2015
697,1/1/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 95,rspm 151","Near Barabati Stadium, Tulasipur",1/1/2014 0:00,2014
423,31-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,22,"pm2 95,rspm 179","IRC Vilage, Bhubaneshwar",1/31/2014 0:00,2014
426,1/2/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,40,"pm2 94,rspm 159","Roof of Traffic Tower, Badambadi, Cuttack",2/1/2014 0:00,2014
423,17-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,30,"pm2 94,rspm 179","IRC Vilage, Bhubaneshwar",1/17/2014 0:00,2014
796,10/2/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 94,rspm 103","Kolar Thana, Kolar Road, Bhopal",2/10/2015 0:00,2015
796,7/4/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 94,rspm 215","Kolar Thana, Kolar Road, Bhopal",4/7/2015 0:00,2015
697,29-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,38,"pm2 93,rspm 160","Near Barabati Stadium, Tulasipur",1/29/2014 0:00,2014
424,25-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,25,"pm2 92,rspm 181","Capital Police Station, Bhubaneshwar",1/25/2014 0:00,2014
552,16-11-15,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,12,"pm2 92,rspm 100","Regional Office, Keonjhar",11/16/2015 0:00,2015
247,13-11-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,10,"pm2 92,rspm 66","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",11/13/2015 0:00,2015
247,11/2/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,10,"pm2 91,rspm 124","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",2/11/2015 0:00,2015
697,22-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,38,"pm2 90,rspm 178","Near Barabati Stadium, Tulasipur",1/22/2014 0:00,2014
697,1/4/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,34,"pm2 90,rspm 158","Near Barabati Stadium, Tulasipur",4/1/2014 0:00,2014
426,2/3/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,32,"pm2 90,rspm 146","Roof of Traffic Tower, Badambadi, Cuttack",3/2/2014 0:00,2014
426,1/9/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 89,rspm 173","Roof of Traffic Tower, Badambadi, Cuttack",9/1/2014 0:00,2014
697,18-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,36,"pm2 89,rspm 168","Near Barabati Stadium, Tulasipur",1/18/2014 0:00,2014
425,1/7/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,28,"pm2 88,rspm 136","R.O. Cuttack Office, Surya Vihar, Cuttack",7/1/2014 0:00,2014
796,10/4/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,25,"pm2 ,rspm 126","Kolar Thana, Kolar Road, Bhopal",4/10/2015 0:00,2015
697,2/12/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 86,rspm 172","Near Barabati Stadium, Tulasipur",12/2/2014 0:00,2014
796,15-05-15,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,23,"pm2 86,rspm 155","Kolar Thana, Kolar Road, Bhopal",5/15/2015 0:00,2015
426,27-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 85,rspm 147","Roof of Traffic Tower, Badambadi, Cuttack",1/27/2014 0:00,2014
424,12/3/2014,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,35,"pm2 85,rspm 198","Capital Police Station, Bhubaneshwar",3/12/2014 0:00,2014
247,17-01-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,23,"pm2 85,rspm 121","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",1/17/2014 0:00,2014
423,21-01-14,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,20,"pm2 85,rspm 150","IRC Vilage, Bhubaneshwar",1/21/2014 0:00,2014
697,15-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,39,"pm2 84,rspm 170","Near Barabati Stadium, Tulasipur",1/15/2014 0:00,2014
426,23-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,36,"pm2 84,rspm 143","Roof of Traffic Tower, Badambadi, Cuttack",1/23/2014 0:00,2014
247,4/2/2015,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,17,"pm2 84,rspm 116","Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",2/4/2015 0:00,2015
428,24-03-15,"Odisha,Balasore",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,14,"pm2 84,rspm 99","Sahadevkhunta, Balasore",3/24/2015 0:00,2015
247,21-11-14,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,6,"pm2 84,rspm 133","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",11/21/2014 0:00,2014
425,28-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,34,"pm2 82,rspm 127","R.O. Cuttack Office, Surya Vihar, Cuttack",1/28/2014 0:00,2014
697,25-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,34,"pm2 82,rspm 168","Near Barabati Stadium, Tulasipur",1/25/2014 0:00,2014
697,2/1/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,34,"pm2 82,rspm 142","Near Barabati Stadium, Tulasipur",1/2/2014 0:00,2014
425,1/3/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,32,"pm2 82,rspm 139","R.O. Cuttack Office, Surya Vihar, Cuttack",3/1/2014 0:00,2014
697,2/5/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,36,"pm2 81,rspm 153","Near Barabati Stadium, Tulasipur",5/2/2014 0:00,2014
425,14-01-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,35,"pm2 81,rspm 139","R.O. Cuttack Office, Surya Vihar, Cuttack",1/14/2014 0:00,2014
423,2/3/2014,"Odisha,Bhubaneswar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,21,"pm2 81,rspm 120","IRC Vilage, Bhubaneshwar",3/2/2014 0:00,2014
247,1/1/2014,"Madhya Pradesh,Bhopal",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,2,18,"pm2 81,rspm 198","Government Nutan Subhash Higher Sec. School,  T.T. Nagar, Bhopal",1/1/2014 0:00,2014
552,14-12-15,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,16,"pm2 81,rspm 140","Regional Office, Keonjhar",12/14/2015 0:00,2015
552,9/11/2015,"Odisha,Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,15,"pm2 81,rspm 144","Regional Office, Keonjhar",11/9/2015 0:00,2015
426,13-02-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,2,37,"pm2 80,rspm 130","Roof of Traffic Tower, Badambadi, Cuttack",2/13/2014 0:00,2014
